Date,Home,Away,Game Number,Ballpark
2026-08-11,Houston Knights,Indianapolis Anchors,105,Houston Park
2026-08-13,San Diego Falcons 2,Nashville Foxes,106,San Diego Park
2026-08-14,San Diego Falcons 2,Nashville Foxes,107,San Diego Park
2026-08-15,San Diego Falcons 2,Nashville Foxes,108,San Diego Park
2026-08-13,Atlanta Captains 2,Tampa Pilots 2,106,Atlanta Park
2026-08-14,Atlanta Captains 2,Tampa Pilots 2,107,Atlanta Park
2026-08-15,Atlanta Captains 2,Tampa Pilots 2,108,Atlanta Park
2026-08-13,Philadelphia Knights 2,Cleveland Sharks 2,106,Philadelphia Park
2026-08-14,Philadelphia Knights 2,Cleveland Sharks 2,107,Philadelphia Park
2026-08-15,Philadelphia Knights 2,Cleveland Sharks 2,108,Philadelphia Park
2026-08-13,Seattle Storm 2,Detroit Bears 2,106,Seattle Park
2026-08-14,Seattle Storm 2,Detroit Bears 2,107,Seattle Park
2026-08-15,Seattle Storm 2,Detroit Bears 2,108,Seattle Park
2026-08-13,Boston Falcons,New York Hawks 2,106,Boston Park
2026-08-14,Boston Falcons,New York Hawks 2,107,Boston Park
2026-08-15,Boston Falcons,New York Hawks 2,108,Boston Park
2026-08-13,Minneapolis Guardians,San Francisco Owls 2,106,Minneapolis Park
2026-08-14,Minneapolis Guardians,San Francisco Owls 2,107,Minneapolis Park
2026-08-15,Minneapolis Guardians,San Francisco Owls 2,108,Minneapolis Park
2026-08-13,Dallas Rockets,Washington Aces 2,106,Dallas Park
2026-08-14,Dallas Rockets,Washington Aces 2,107,Dallas Park
2026-08-15,Dallas Rockets,Washington Aces 2,108,Dallas Park
2026-08-13,Kansas City Wolves,St. Louis Owls,106,Kansas City Park
2026-08-14,Kansas City Wolves,St. Louis Owls,107,Kansas City Park
2026-08-15,Kansas City Wolves,St. Louis Owls,108,Kansas City Park
2026-08-13,Phoenix Hawks,Portland Captains,106,Phoenix Park
2026-08-14,Phoenix Hawks,Portland Captains,107,Phoenix Park
2026-08-15,Phoenix Hawks,Portland Captains,108,Phoenix Park
2026-08-13,Miami Aces,Baltimore Pilots,106,Miami Park
2026-08-14,Miami Aces,Baltimore Pilots,107,Miami Park
2026-08-15,Miami Aces,Baltimore Pilots,108,Miami Park
2026-08-13,Los Angeles Sharks,Austin Stars,106,Los Angeles Park
2026-08-14,Los Angeles Sharks,Austin Stars,107,Los Angeles Park
2026-08-15,Los Angeles Sharks,Austin Stars,108,Los Angeles Park
2026-08-13,Chicago Dragons,Toronto Lions,106,Chicago Park
2026-08-14,Chicago Dragons,Toronto Lions,107,Chicago Park
2026-08-15,Chicago Dragons,Toronto Lions,108,Chicago Park
2026-08-13,Milwaukee Giants,Pittsburgh Bears,106,Milwaukee Park
2026-08-14,Milwaukee Giants,Pittsburgh Bears,107,Milwaukee Park
2026-08-15,Milwaukee Giants,Pittsburgh Bears,108,Milwaukee Park
2026-08-13,Indianapolis Anchors,Charlotte Storm,106,Indianapolis Park
2026-08-14,Indianapolis Anchors,Charlotte Storm,107,Indianapolis Park
2026-08-15,Indianapolis Anchors,Charlotte Storm,108,Indianapolis Park
2026-08-13,Houston Knights,Denver Comets,106,Houston Park
2026-08-14,Houston Knights,Denver Comets,107,Houston Park
2026-08-15,Houston Knights,Denver Comets,108,Houston Park
2026-08-17,Nashville Foxes,Atlanta Captains 2,109,Nashville Park
2026-08-18,Nashville Foxes,Atlanta Captains 2,110,Nashville Park
2026-08-19,Nashville Foxes,Atlanta Captains 2,111,Nashville Park
2026-08-17,San Diego Falcons 2,Philadelphia Knights 2,109,San Diego Park
2026-08-18,San Diego Falcons 2,Philadelphia Knights 2,110,San Diego Park
2026-08-19,San Diego Falcons 2,Philadelphia Knights 2,111,San Diego Park
2026-08-17,Tampa Pilots 2,Seattle Storm 2,109,Tampa Park
2026-08-18,Tampa Pilots 2,Seattle Storm 2,110,Tampa Park
2026-08-19,Tampa Pilots 2,Seattle Storm 2,111,Tampa Park
2026-08-17,Cleveland Sharks 2,Boston Falcons,109,Cleveland Park
2026-08-18,Cleveland Sharks 2,Boston Falcons,110,Cleveland Park
2026-08-19,Cleveland Sharks 2,Boston Falcons,111,Cleveland Park
2026-08-17,Detroit Bears 2,Minneapolis Guardians,109,Detroit Park
2026-08-18,Detroit Bears 2,Minneapolis Guardians,110,Detroit Park
2026-08-19,Detroit Bears 2,Minneapolis Guardians,111,Detroit Park
2026-08-17,New York Hawks 2,Dallas Rockets,109,New York Park
2026-08-18,New York Hawks 2,Dallas Rockets,110,New York Park
2026-08-19,New York Hawks 2,Dallas Rockets,111,New York Park
2026-08-17,San Francisco Owls 2,Kansas City Wolves,109,San Francisco Park
2026-08-18,San Francisco Owls 2,Kansas City Wolves,110,San Francisco Park
2026-08-19,San Francisco Owls 2,Kansas City Wolves,111,San Francisco Park
2026-08-17,Washington Aces 2,Phoenix Hawks,109,Washington Park
2026-08-18,Washington Aces 2,Phoenix Hawks,110,Washington Park
2026-08-19,Washington Aces 2,Phoenix Hawks,111,Washington Park
2026-08-17,St. Louis Owls,Miami Aces,109,St. Louis Park
2026-08-18,St. Louis Owls,Miami Aces,110,St. Louis Park
2026-08-19,St. Louis Owls,Miami Aces,111,St. Louis Park
2026-08-17,Portland Captains,Los Angeles Sharks,109,Portland Park
2026-08-18,Portland Captains,Los Angeles Sharks,110,Portland Park
2026-08-19,Portland Captains,Los Angeles Sharks,111,Portland Park
2026-08-17,Baltimore Pilots,Chicago Dragons,109,Baltimore Park
2026-08-18,Baltimore Pilots,Chicago Dragons,110,Baltimore Park
2026-08-19,Baltimore Pilots,Chicago Dragons,111,Baltimore Park
2026-08-17,Austin Stars,Milwaukee Giants,109,Austin Park
2026-08-18,Austin Stars,Milwaukee Giants,110,Austin Park
2026-08-19,Austin Stars,Milwaukee Giants,111,Austin Park
2026-08-17,Toronto Lions,Indianapolis Anchors,109,Toronto Park
2026-08-18,Toronto Lions,Indianapolis Anchors,110,Toronto Park
2026-08-19,Toronto Lions,Indianapolis Anchors,111,Toronto Park
2026-08-17,Pittsburgh Bears,Houston Knights,109,Pittsburgh Park
2026-08-18,Pittsburgh Bears,Houston Knights,110,Pittsburgh Park
2026-08-19,Pittsburgh Bears,Houston Knights,111,Pittsburgh Park
2026-08-17,Charlotte Storm,Denver Comets,109,Charlotte Park
2026-08-18,Charlotte Storm,Denver Comets,110,Charlotte Park
2026-08-19,Charlotte Storm,Denver Comets,111,Charlotte Park
2026-08-21,Philadelphia Knights 2,Nashville Foxes,112,Philadelphia Park
2026-08-22,Philadelphia Knights 2,Nashville Foxes,113,Philadelphia Park
2026-08-23,Philadelphia Knights 2,Nashville Foxes,114,Philadelphia Park
2026-08-21,Seattle Storm 2,Atlanta Captains 2,112,Seattle Park
2026-08-22,Seattle Storm 2,Atlanta Captains 2,113,Seattle Park
2026-08-23,Seattle Storm 2,Atlanta Captains 2,114,Seattle Park
2026-08-21,Boston Falcons,San Diego Falcons 2,112,Boston Park
2026-08-22,Boston Falcons,San Diego Falcons 2,113,Boston Park
2026-08-23,Boston Falcons,San Diego Falcons 2,114,Boston Park
2026-08-21,Minneapolis Guardians,Tampa Pilots 2,112,Minneapolis Park
2026-08-22,Minneapolis Guardians,Tampa Pilots 2,113,Minneapolis Park
2026-08-23,Minneapolis Guardians,Tampa Pilots 2,114,Minneapolis Park
2026-08-21,Dallas Rockets,Cleveland Sharks 2,112,Dallas Park
2026-08-22,Dallas Rockets,Cleveland Sharks 2,113,Dallas Park
2026-08-23,Dallas Rockets,Cleveland Sharks 2,114,Dallas Park
2026-08-21,Kansas City Wolves,Detroit Bears 2,112,Kansas City Park
2026-08-22,Kansas City Wolves,Detroit Bears 2,113,Kansas City Park
2026-08-23,Kansas City Wolves,Detroit Bears 2,114,Kansas City Park
2026-08-21,Phoenix Hawks,New York Hawks 2,112,Phoenix Park
2026-08-22,Phoenix Hawks,New York Hawks 2,113,Phoenix Park
2026-08-23,Phoenix Hawks,New York Hawks 2,114,Phoenix Park
2026-08-21,Miami Aces,San Francisco Owls 2,112,Miami Park
2026-08-22,Miami Aces,San Francisco Owls 2,113,Miami Park
2026-08-23,Miami Aces,San Francisco Owls 2,114,Miami Park
2026-08-21,Los Angeles Sharks,Washington Aces 2,112,Los Angeles Park
2026-08-22,Los Angeles Sharks,Washington Aces 2,113,Los Angeles Park
2026-08-23,Los Angeles Sharks,Washington Aces 2,114,Los Angeles Park
2026-08-21,Chicago Dragons,St. Louis Owls,112,Chicago Park
2026-08-22,Chicago Dragons,St. Louis Owls,113,Chicago Park
2026-08-23,Chicago Dragons,St. Louis Owls,114,Chicago Park
2026-08-21,Milwaukee Giants,Portland Captains,112,Milwaukee Park
2026-08-22,Milwaukee Giants,Portland Captains,113,Milwaukee Park
2026-08-23,Milwaukee Giants,Portland Captains,114,Milwaukee Park
2026-08-21,Indianapolis Anchors,Baltimore Pilots,112,Indianapolis Park
2026-08-22,Indianapolis Anchors,Baltimore Pilots,113,Indianapolis Park
2026-08-23,Indianapolis Anchors,Baltimore Pilots,114,Indianapolis Park
2026-08-21,Houston Knights,Austin Stars,112,Houston Park
2026-08-22,Houston Knights,Austin Stars,113,Houston Park
2026-08-23,Houston Knights,Austin Stars,114,Houston Park
2026-08-21,Denver Comets,Toronto Lions,112,Denver Park
2026-08-22,Denver Comets,Toronto Lions,113,Denver Park
2026-08-23,Denver Comets,Toronto Lions,114,Denver Park
2026-08-21,Charlotte Storm,Pittsburgh Bears,112,Charlotte Park
2026-08-22,Charlotte Storm,Pittsburgh Bears,113,Charlotte Park
2026-08-23,Charlotte Storm,Pittsburgh Bears,114,Charlotte Park
2026-08-25,Nashville Foxes,Seattle Storm 2,115,Nashville Park
2026-08-26,Nashville Foxes,Seattle Storm 2,116,Nashville Park
2026-08-27,Nashville Foxes,Seattle Storm 2,117,Nashville Park
2026-08-25,Philadelphia Knights 2,Boston Falcons,115,Philadelphia Park
2026-08-26,Philadelphia Knights 2,Boston Falcons,116,Philadelphia Park
2026-08-27,Philadelphia Knights 2,Boston Falcons,117,Philadelphia Park
2026-08-25,Atlanta Captains 2,Minneapolis Guardians,115,Atlanta Park
2026-08-26,Atlanta Captains 2,Minneapolis Guardians,116,Atlanta Park
2026-08-27,Atlanta Captains 2,Minneapolis Guardians,117,Atlanta Park
2026-08-25,San Diego Falcons 2,Dallas Rockets,115,San Diego Park
2026-08-26,San Diego Falcons 2,Dallas Rockets,116,San Diego Park
2026-08-27,San Diego Falcons 2,Dallas Rockets,117,San Diego Park
2026-08-25,Tampa Pilots 2,Kansas City Wolves,115,Tampa Park
2026-08-26,Tampa Pilots 2,Kansas City Wolves,116,Tampa Park
2026-08-27,Tampa Pilots 2,Kansas City Wolves,117,Tampa Park
2026-08-25,Cleveland Sharks 2,Phoenix Hawks,115,Cleveland Park
2026-08-26,Cleveland Sharks 2,Phoenix Hawks,116,Cleveland Park
2026-08-27,Cleveland Sharks 2,Phoenix Hawks,117,Cleveland Park
2026-08-25,Detroit Bears 2,Miami Aces,115,Detroit Park
2026-08-26,Detroit Bears 2,Miami Aces,116,Detroit Park
2026-08-27,Detroit Bears 2,Miami Aces,117,Detroit Park
2026-08-25,New York Hawks 2,Los Angeles Sharks,115,New York Park
2026-08-26,New York Hawks 2,Los Angeles Sharks,116,New York Park
2026-08-27,New York Hawks 2,Los Angeles Sharks,117,New York Park
2026-08-25,San Francisco Owls 2,Chicago Dragons,115,San Francisco Park
2026-08-26,San Francisco Owls 2,Chicago Dragons,116,San Francisco Park
2026-08-27,San Francisco Owls 2,Chicago Dragons,117,San Francisco Park
2026-08-25,Washington Aces 2,Milwaukee Giants,115,Washington Park
2026-08-26,Washington Aces 2,Milwaukee Giants,116,Washington Park
2026-08-27,Washington Aces 2,Milwaukee Giants,117,Washington Park
2026-08-25,St. Louis Owls,Indianapolis Anchors,115,St. Louis Park
2026-08-26,St. Louis Owls,Indianapolis Anchors,116,St. Louis Park
2026-08-27,St. Louis Owls,Indianapolis Anchors,117,St. Louis Park
2026-08-25,Portland Captains,Houston Knights,115,Portland Park
2026-08-26,Portland Captains,Houston Knights,116,Portland Park
2026-08-27,Portland Captains,Houston Knights,117,Portland Park
2026-08-25,Baltimore Pilots,Denver Comets,115,Baltimore Park
2026-08-26,Baltimore Pilots,Denver Comets,116,Baltimore Park
2026-08-27,Baltimore Pilots,Denver Comets,117,Baltimore Park
2026-08-25,Austin Stars,Charlotte Storm,115,Austin Park
2026-08-26,Austin Stars,Charlotte Storm,116,Austin Park
2026-08-27,Austin Stars,Charlotte Storm,117,Austin Park
2026-08-25,Toronto Lions,Pittsburgh Bears,115,Toronto Park
2026-08-26,Toronto Lions,Pittsburgh Bears,116,Toronto Park
2026-08-27,Toronto Lions,Pittsburgh Bears,117,Toronto Park
2026-08-29,Boston Falcons,Nashville Foxes,118,Boston Park
2026-08-30,Boston Falcons,Nashville Foxes,119,Boston Park
2026-08-31,Boston Falcons,Nashville Foxes,120,Boston Park
2026-08-29,Minneapolis Guardians,Seattle Storm 2,118,Minneapolis Park
2026-08-30,Minneapolis Guardians,Seattle Storm 2,119,Minneapolis Park
2026-08-31,Minneapolis Guardians,Seattle Storm 2,120,Minneapolis Park
2026-08-29,Dallas Rockets,Philadelphia Knights 2,118,Dallas Park
2026-08-30,Dallas Rockets,Philadelphia Knights 2,119,Dallas Park
2026-08-31,Dallas Rockets,Philadelphia Knights 2,120,Dallas Park
2026-08-29,Kansas City Wolves,Atlanta Captains 2,118,Kansas City Park
2026-08-30,Kansas City Wolves,Atlanta Captains 2,119,Kansas City Park
2026-08-31,Kansas City Wolves,Atlanta Captains 2,120,Kansas City Park
2026-08-29,Phoenix Hawks,San Diego Falcons 2,118,Phoenix Park
2026-08-30,Phoenix Hawks,San Diego Falcons 2,119,Phoenix Park
2026-08-31,Phoenix Hawks,San Diego Falcons 2,120,Phoenix Park
2026-08-29,Miami Aces,Tampa Pilots 2,118,Miami Park
2026-08-30,Miami Aces,Tampa Pilots 2,119,Miami Park
2026-08-31,Miami Aces,Tampa Pilots 2,120,Miami Park
2026-08-29,Los Angeles Sharks,Cleveland Sharks 2,118,Los Angeles Park
2026-08-30,Los Angeles Sharks,Cleveland Sharks 2,119,Los Angeles Park
2026-08-31,Los Angeles Sharks,Cleveland Sharks 2,120,Los Angeles Park
2026-08-29,Chicago Dragons,Detroit Bears 2,118,Chicago Park
2026-08-30,Chicago Dragons,Detroit Bears 2,119,Chicago Park
2026-08-31,Chicago Dragons,Detroit Bears 2,120,Chicago Park
2026-08-29,Milwaukee Giants,New York Hawks 2,118,Milwaukee Park
2026-08-30,Milwaukee Giants,New York Hawks 2,119,Milwaukee Park
2026-08-31,Milwaukee Giants,New York Hawks 2,120,Milwaukee Park
2026-08-29,Indianapolis Anchors,San Francisco Owls 2,118,Indianapolis Park
2026-08-30,Indianapolis Anchors,San Francisco Owls 2,119,Indianapolis Park
2026-08-31,Indianapolis Anchors,San Francisco Owls 2,120,Indianapolis Park
2026-08-29,Houston Knights,Washington Aces 2,118,Houston Park
2026-08-30,Houston Knights,Washington Aces 2,119,Houston Park
2026-08-31,Houston Knights,Washington Aces 2,120,Houston Park
2026-08-29,Denver Comets,St. Louis Owls,118,Denver Park
2026-08-30,Denver Comets,St. Louis Owls,119,Denver Park
2026-08-31,Denver Comets,St. Louis Owls,120,Denver Park
2026-08-29,Charlotte Storm,Portland Captains,118,Charlotte Park
2026-08-30,Charlotte Storm,Portland Captains,119,Charlotte Park
2026-08-31,Charlotte Storm,Portland Captains,120,Charlotte Park
2026-08-29,Pittsburgh Bears,Baltimore Pilots,118,Pittsburgh Park
2026-08-30,Pittsburgh Bears,Baltimore Pilots,119,Pittsburgh Park
2026-08-31,Pittsburgh Bears,Baltimore Pilots,120,Pittsburgh Park
2026-08-29,Toronto Lions,Austin Stars,118,Toronto Park
2026-08-30,Toronto Lions,Austin Stars,119,Toronto Park
2026-08-31,Toronto Lions,Austin Stars,120,Toronto Park
2026-09-02,Nashville Foxes,Minneapolis Guardians,121,Nashville Park
2026-09-03,Nashville Foxes,Minneapolis Guardians,122,Nashville Park
2026-09-04,Nashville Foxes,Minneapolis Guardians,123,Nashville Park
2026-09-02,Boston Falcons,Dallas Rockets,121,Boston Park
2026-09-03,Boston Falcons,Dallas Rockets,122,Boston Park
2026-09-04,Boston Falcons,Dallas Rockets,123,Boston Park
2026-09-02,Seattle Storm 2,Kansas City Wolves,121,Seattle Park
2026-09-03,Seattle Storm 2,Kansas City Wolves,122,Seattle Park
2026-09-04,Seattle Storm 2,Kansas City Wolves,123,Seattle Park
2026-09-02,Philadelphia Knights 2,Phoenix Hawks,121,Philadelphia Park
2026-09-03,Philadelphia Knights 2,Phoenix Hawks,122,Philadelphia Park
2026-09-04,Philadelphia Knights 2,Phoenix Hawks,123,Philadelphia Park
2026-09-02,Atlanta Captains 2,Miami Aces,121,Atlanta Park
2026-09-03,Atlanta Captains 2,Miami Aces,122,Atlanta Park
2026-09-04,Atlanta Captains 2,Miami Aces,123,Atlanta Park
2026-09-02,San Diego Falcons 2,Los Angeles Sharks,121,San Diego Park
2026-09-03,San Diego Falcons 2,Los Angeles Sharks,122,San Diego Park
2026-09-04,San Diego Falcons 2,Los Angeles Sharks,123,San Diego Park
2026-09-02,Tampa Pilots 2,Chicago Dragons,121,Tampa Park
2026-09-03,Tampa Pilots 2,Chicago Dragons,122,Tampa Park
2026-09-04,Tampa Pilots 2,Chicago Dragons,123,Tampa Park
2026-09-02,Cleveland Sharks 2,Milwaukee Giants,121,Cleveland Park
2026-09-03,Cleveland Sharks 2,Milwaukee Giants,122,Cleveland Park
2026-09-04,Cleveland Sharks 2,Milwaukee Giants,123,Cleveland Park
2026-09-02,Detroit Bears 2,Indianapolis Anchors,121,Detroit Park
2026-09-03,Detroit Bears 2,Indianapolis Anchors,122,Detroit Park
2026-09-04,Detroit Bears 2,Indianapolis Anchors,123,Detroit Park
2026-09-02,New York Hawks 2,Houston Knights,121,New York Park
2026-09-03,New York Hawks 2,Houston Knights,122,New York Park
2026-09-04,New York Hawks 2,Houston Knights,123,New York Park
2026-09-02,San Francisco Owls 2,Denver Comets,121,San Francisco Park
2026-09-03,San Francisco Owls 2,Denver Comets,122,San Francisco Park
2026-09-04,San Francisco Owls 2,Denver Comets,123,San Francisco Park
2026-09-02,Washington Aces 2,Charlotte Storm,121,Washington Park
2026-09-03,Washington Aces 2,Charlotte Storm,122,Washington Park
2026-09-04,Washington Aces 2,Charlotte Storm,123,Washington Park
2026-09-02,St. Louis Owls,Pittsburgh Bears,121,St. Louis Park
2026-09-03,St. Louis Owls,Pittsburgh Bears,122,St. Louis Park
2026-09-04,St. Louis Owls,Pittsburgh Bears,123,St. Louis Park
2026-09-02,Portland Captains,Toronto Lions,121,Portland Park
2026-09-03,Portland Captains,Toronto Lions,122,Portland Park
2026-09-04,Portland Captains,Toronto Lions,123,Portland Park
2026-09-02,Baltimore Pilots,Austin Stars,121,Baltimore Park
2026-09-03,Baltimore Pilots,Austin Stars,122,Baltimore Park
2026-09-04,Baltimore Pilots,Austin Stars,123,Baltimore Park
2026-09-06,Dallas Rockets,Nashville Foxes,124,Dallas Park
2026-09-07,Dallas Rockets,Nashville Foxes,125,Dallas Park
2026-09-08,Dallas Rockets,Nashville Foxes,126,Dallas Park
2026-09-06,Kansas City Wolves,Minneapolis Guardians,124,Kansas City Park
2026-09-07,Kansas City Wolves,Minneapolis Guardians,125,Kansas City Park
2026-09-08,Kansas City Wolves,Minneapolis Guardians,126,Kansas City Park
2026-09-06,Phoenix Hawks,Boston Falcons,124,Phoenix Park
2026-09-07,Phoenix Hawks,Boston Falcons,125,Phoenix Park
2026-09-08,Phoenix Hawks,Boston Falcons,126,Phoenix Park
2026-09-06,Miami Aces,Seattle Storm 2,124,Miami Park
2026-09-07,Miami Aces,Seattle Storm 2,125,Miami Park
2026-09-08,Miami Aces,Seattle Storm 2,126,Miami Park
2026-09-06,Los Angeles Sharks,Philadelphia Knights 2,124,Los Angeles Park
2026-09-07,Los Angeles Sharks,Philadelphia Knights 2,125,Los Angeles Park
2026-09-08,Los Angeles Sharks,Philadelphia Knights 2,126,Los Angeles Park
2026-09-06,Chicago Dragons,Atlanta Captains 2,124,Chicago Park
2026-09-07,Chicago Dragons,Atlanta Captains 2,125,Chicago Park
2026-09-08,Chicago Dragons,Atlanta Captains 2,126,Chicago Park
2026-09-06,Milwaukee Giants,San Diego Falcons 2,124,Milwaukee Park
2026-09-07,Milwaukee Giants,San Diego Falcons 2,125,Milwaukee Park
2026-09-08,Milwaukee Giants,San Diego Falcons 2,126,Milwaukee Park
2026-09-06,Indianapolis Anchors,Tampa Pilots 2,124,Indianapolis Park
2026-09-07,Indianapolis Anchors,Tampa Pilots 2,125,Indianapolis Park
2026-09-08,Indianapolis Anchors,Tampa Pilots 2,126,Indianapolis Park
2026-09-06,Houston Knights,Cleveland Sharks 2,124,Houston Park
2026-09-07,Houston Knights,Cleveland Sharks 2,125,Houston Park
2026-09-08,Houston Knights,Cleveland Sharks 2,126,Houston Park
2026-09-06,Denver Comets,Detroit Bears 2,124,Denver Park
2026-09-07,Denver Comets,Detroit Bears 2,125,Denver Park
2026-09-08,Denver Comets,Detroit Bears 2,126,Denver Park
2026-09-06,Charlotte Storm,New York Hawks 2,124,Charlotte Park
2026-09-07,Charlotte Storm,New York Hawks 2,125,Charlotte Park
2026-09-08,Charlotte Storm,New York Hawks 2,126,Charlotte Park
2026-09-06,Pittsburgh Bears,San Francisco Owls 2,124,Pittsburgh Park
2026-09-07,Pittsburgh Bears,San Francisco Owls 2,125,Pittsburgh Park
2026-09-08,Pittsburgh Bears,San Francisco Owls 2,126,Pittsburgh Park
2026-09-06,Toronto Lions,Washington Aces 2,124,Toronto Park
2026-09-07,Toronto Lions,Washington Aces 2,125,Toronto Park
2026-09-08,Toronto Lions,Washington Aces 2,126,Toronto Park
2026-09-06,Austin Stars,St. Louis Owls,124,Austin Park
2026-09-07,Austin Stars,St. Louis Owls,125,Austin Park
2026-09-08,Austin Stars,St. Louis Owls,126,Austin Park
2026-09-06,Baltimore Pilots,Portland Captains,124,Baltimore Park
2026-09-07,Baltimore Pilots,Portland Captains,125,Baltimore Park
2026-09-08,Baltimore Pilots,Portland Captains,126,Baltimore Park
2026-09-10,Nashville Foxes,Kansas City Wolves,127,Nashville Park
2026-09-11,Nashville Foxes,Kansas City Wolves,128,Nashville Park
2026-09-12,Nashville Foxes,Kansas City Wolves,129,Nashville Park
2026-09-10,Dallas Rockets,Phoenix Hawks,127,Dallas Park
2026-09-11,Dallas Rockets,Phoenix Hawks,128,Dallas Park
2026-09-12,Dallas Rockets,Phoenix Hawks,129,Dallas Park
2026-09-10,Minneapolis Guardians,Miami Aces,127,Minneapolis Park
2026-09-11,Minneapolis Guardians,Miami Aces,128,Minneapolis Park
2026-09-12,Minneapolis Guardians,Miami Aces,129,Minneapolis Park
2026-09-10,Boston Falcons,Los Angeles Sharks,127,Boston Park
2026-09-11,Boston Falcons,Los Angeles Sharks,128,Boston Park
2026-09-12,Boston Falcons,Los Angeles Sharks,129,Boston Park
2026-09-10,Seattle Storm 2,Chicago Dragons,127,Seattle Park
2026-09-11,Seattle Storm 2,Chicago Dragons,128,Seattle Park
2026-09-12,Seattle Storm 2,Chicago Dragons,129,Seattle Park
2026-09-10,Philadelphia Knights 2,Milwaukee Giants,127,Philadelphia Park
2026-09-11,Philadelphia Knights 2,Milwaukee Giants,128,Philadelphia Park
2026-09-12,Philadelphia Knights 2,Milwaukee Giants,129,Philadelphia Park
2026-09-10,Atlanta Captains 2,Indianapolis Anchors,127,Atlanta Park
2026-09-11,Atlanta Captains 2,Indianapolis Anchors,128,Atlanta Park
2026-09-12,Atlanta Captains 2,Indianapolis Anchors,129,Atlanta Park
2026-09-10,San Diego Falcons 2,Houston Knights,127,San Diego Park
2026-09-11,San Diego Falcons 2,Houston Knights,128,San Diego Park
2026-09-12,San Diego Falcons 2,Houston Knights,129,San Diego Park
2026-09-10,Tampa Pilots 2,Denver Comets,127,Tampa Park
2026-09-11,Tampa Pilots 2,Denver Comets,128,Tampa Park
2026-09-12,Tampa Pilots 2,Denver Comets,129,Tampa Park
2026-09-10,Cleveland Sharks 2,Charlotte Storm,127,Cleveland Park
2026-09-11,Cleveland Sharks 2,Charlotte Storm,128,Cleveland Park
2026-09-12,Cleveland Sharks 2,Charlotte Storm,129,Cleveland Park
2026-09-10,Detroit Bears 2,Pittsburgh Bears,127,Detroit Park
2026-09-11,Detroit Bears 2,Pittsburgh Bears,128,Detroit Park
2026-09-12,Detroit Bears 2,Pittsburgh Bears,129,Detroit Park
2026-09-10,New York Hawks 2,Toronto Lions,127,New York Park
2026-09-11,New York Hawks 2,Toronto Lions,128,New York Park
2026-09-12,New York Hawks 2,Toronto Lions,129,New York Park
2026-09-10,San Francisco Owls 2,Austin Stars,127,San Francisco Park
2026-09-11,San Francisco Owls 2,Austin Stars,128,San Francisco Park
2026-09-12,San Francisco Owls 2,Austin Stars,129,San Francisco Park
2026-09-10,Washington Aces 2,Baltimore Pilots,127,Washington Park
2026-09-11,Washington Aces 2,Baltimore Pilots,128,Washington Park
2026-09-12,Washington Aces 2,Baltimore Pilots,129,Washington Park
2026-09-10,St. Louis Owls,Portland Captains,127,St. Louis Park
2026-09-11,St. Louis Owls,Portland Captains,128,St. Louis Park
2026-09-12,St. Louis Owls,Portland Captains,129,St. Louis Park
2026-09-14,Phoenix Hawks,Nashville Foxes,130,Phoenix Park
2026-09-15,Phoenix Hawks,Nashville Foxes,131,Phoenix Park
2026-09-16,Phoenix Hawks,Nashville Foxes,132,Phoenix Park
2026-09-14,Miami Aces,Kansas City Wolves,130,Miami Park
2026-09-15,Miami Aces,Kansas City Wolves,131,Miami Park
2026-09-16,Miami Aces,Kansas City Wolves,132,Miami Park
2026-09-14,Los Angeles Sharks,Dallas Rockets,130,Los Angeles Park
2026-09-15,Los Angeles Sharks,Dallas Rockets,131,Los Angeles Park
2026-09-16,Los Angeles Sharks,Dallas Rockets,132,Los Angeles Park
2026-09-14,Chicago Dragons,Minneapolis Guardians,130,Chicago Park
2026-09-15,Chicago Dragons,Minneapolis Guardians,131,Chicago Park
2026-09-16,Chicago Dragons,Minneapolis Guardians,132,Chicago Park
2026-09-14,Milwaukee Giants,Boston Falcons,130,Milwaukee Park
2026-09-15,Milwaukee Giants,Boston Falcons,131,Milwaukee Park
2026-09-16,Milwaukee Giants,Boston Falcons,132,Milwaukee Park
2026-09-14,Indianapolis Anchors,Seattle Storm 2,130,Indianapolis Park
2026-09-15,Indianapolis Anchors,Seattle Storm 2,131,Indianapolis Park
2026-09-16,Indianapolis Anchors,Seattle Storm 2,132,Indianapolis Park
2026-09-14,Houston Knights,Philadelphia Knights 2,130,Houston Park
2026-09-15,Houston Knights,Philadelphia Knights 2,131,Houston Park
2026-09-16,Houston Knights,Philadelphia Knights 2,132,Houston Park
2026-09-14,Denver Comets,Atlanta Captains 2,130,Denver Park
2026-09-15,Denver Comets,Atlanta Captains 2,131,Denver Park
2026-09-16,Denver Comets,Atlanta Captains 2,132,Denver Park
2026-09-14,Charlotte Storm,San Diego Falcons 2,130,Charlotte Park
2026-09-15,Charlotte Storm,San Diego Falcons 2,131,Charlotte Park
2026-09-16,Charlotte Storm,San Diego Falcons 2,132,Charlotte Park
2026-09-14,Pittsburgh Bears,Tampa Pilots 2,130,Pittsburgh Park
2026-09-15,Pittsburgh Bears,Tampa Pilots 2,131,Pittsburgh Park
2026-09-16,Pittsburgh Bears,Tampa Pilots 2,132,Pittsburgh Park
2026-09-14,Toronto Lions,Cleveland Sharks 2,130,Toronto Park
2026-09-15,Toronto Lions,Cleveland Sharks 2,131,Toronto Park
